artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_A,key_A#,key_B,key_C#,key_D,key_D#,key_E,key_F,key_F#,key_G,key_G#,mode_Major,mode_Minor
"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,84,67,78,63,29,0,12,5,False,False,False,False,True,False,False,False,False,False,False,True,False
"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621,154,66,63,69,21,0,11,7,False,False,False,False,False,False,False,False,True,False,False,True,False
"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,148,59,72,62,18,0,9,3,False,False,False,False,False,False,False,True,False,False,False,True,False
"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,146,85,22,37,13,0,7,30,False,False,False,False,False,False,False,True,False,False,False,False,True
"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746,120,77,51,79,20,0,26,6,False,False,True,False,False,False,False,False,False,False,False,False,True
Edison Lighthouse,1,1970,1,1,2877,0,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,110,53,75,69,7,0,17,3,True,False,False,False,False,False,False,False,False,False,False,True,False
"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940,136,77,82,30,95,0,13,5,False,False,False,False,False,False,False,False,False,False,False,False,True
"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,141,59,56,63,12,0,6,36,False,False,False,True,False,False,False,False,False,False,False,True,False
The Weeknd,1,2022,1,7,768,0,31959571,108,46,23,48,75,30,14,4,True,False,False,False,False,False,False,False,False,False,False,False,True
Sebastian Yatra,1,2021,11,19,925,0,167076418,94,42,47,36,76,0,9,5,False,False,False,False,False,False,False,False,False,False,False,True,False
Surf Curse,1,2015,5,10,3006,3,824420218,180,35,41,94,0,63,5,5,True,False,False,False,False,False,False,False,False,False,False,True,False
Jason Derulo,1,2021,9,1,3098,0,363467642,122,77,51,79,5,0,16,5,False,True,False,False,False,False,False,False,False,False,False,True,False
The Neighbourhood,1,2015,10,30,9771,4,1127468248,85,59,33,52,7,15,12,3,False,True,False,False,False,False,False,False,False,False,False,True,False
"21 Savage, Gunna",2,2022,1,7,807,0,60680939,148,68,29,73,0,0,7,7,False,False,False,True,False,False,False,False,False,False,False,True,False
IVE,1,2021,12,1,521,1,247737946,120,83,59,73,6,0,5,11,True,False,False,False,False,False,False,False,False,False,False,True,False
"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,91,70,76,72,22,0,27,4,False,False,False,False,False,False,False,False,False,True,False,False,True
"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,120,72,54,71,26,0,10,4,False,False,False,False,False,False,True,False,False,False,False,True,False
Trueno,1,2021,11,17,731,0,198883004,106,86,86,79,11,0,8,9,False,False,False,False,False,False,False,False,False,False,False,True,False
David Kushner,1,2022,1,7,788,0,124407432,110,63,31,35,93,0,29,3,False,True,False,False,False,False,False,False,False,False,False,True,False
Olivia Rodrigo,1,2021,5,21,3069,4,850608354,169,39,36,45,81,0,8,13,False,False,False,False,False,False,False,False,True,False,False,True,False
Kanye West,1,2021,8,29,4651,0,376333030,118,80,21,55,1,0,26,17,False,False,False,True,False,False,False,False,False,False,False,True,False
Doja Cat,1,2021,6,25,4999,0,516784627,92,91,79,66,32,0,9,16,False,False,False,False,False,False,False,False,False,False,True,False,True
Lewis Capaldi,1,2019,11,1,8327,24,1608045237,112,45,19,60,63,0,9,6,False,False,False,False,False,True,False,False,False,False,False,True,False
Playboi Carti,1,2020,12,25,3297,3,506778838,140,79,56,91,26,0,13,21,False,False,False,False,True,False,False,False,False,False,False,True,False
Adele,1,2010,11,29,35684,6,1472799873,105,73,52,76,13,0,5,3,False,False,False,False,False,False,False,False,False,False,True,True,False
Maluma,1,2021,7,8,3506,10,513643924,178,76,63,77,14,0,15,22,False,False,False,False,False,False,False,True,False,False,False,True,False
"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,108,96,71,42,57,0,8,9,False,False,False,False,False,False,False,False,False,True,False,False,True
Olivia Rodrigo,1,2021,5,21,3681,0,783706581,173,40,19,29,86,0,34,4,True,False,False,False,False,False,False,False,False,False,False,True,False
"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,101,67,40,90,3,0,34,6,False,False,False,True,False,False,False,False,False,False,False,True,False
Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,120,80,24,62,41,2,11,23,False,False,False,False,False,False,False,False,False,False,True,False,True
Ariana Grande,1,2020,10,23,8207,0,1252563873,144,73,66,80,44,0,9,12,False,False,False,False,False,False,False,False,False,False,False,True,False
Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493,133,75,96,61,0,0,18,4,False,False,False,True,False,False,False,False,False,False,False,True,False
"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529,158,46,62,83,53,0,97,28,False,False,False,False,False,False,False,False,False,False,True,False,True
TWICE,1,2021,10,1,1150,0,345903614,120,81,92,90,9,0,8,7,True,False,False,False,False,False,False,False,False,False,False,True,False
Giveon,1,2020,2,21,5398,4,951637566,129,61,59,46,56,0,13,5,False,False,False,False,False,False,False,False,False,False,False,True,False
"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,102,74,45,89,5,0,26,13,False,False,False,False,False,False,False,False,False,True,False,True,False
"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,124,79,79,84,2,0,5,5,False,False,False,False,False,False,False,False,False,False,True,False,True
SALES,1,2016,4,20,1966,0,156658366,90,73,31,45,85,24,11,3,False,False,False,False,False,False,True,False,False,False,False,False,True
Sleepy hallow,1,2021,4,14,2226,0,624515457,161,78,65,52,46,0,12,31,False,False,False,False,False,False,False,False,True,False,False,False,True
Billie Eilish,1,2017,3,30,4204,0,777765388,120,60,11,33,90,0,8,5,False,False,False,False,False,False,False,False,False,True,False,True,False
Billie Eilish,1,2021,7,28,1959,0,412795151,81,45,12,57,7,0,23,3,False,False,False,False,False,False,False,False,False,False,False,True,False
Masked Wolf,1,2019,1,1,7191,0,1138474110,150,78,47,70,18,0,15,9,False,False,False,False,False,False,True,False,False,False,False,False,True
"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,105,76,58,84,10,0,13,10,False,False,False,False,False,False,False,False,False,False,True,True,False
NIKI,1,2021,8,10,1211,2,290228626,79,63,76,67,38,0,6,4,False,False,False,False,False,False,False,False,True,False,False,True,False
Bruno Mars,1,2010,10,4,7109,2,1062956628,146,52,7,61,51,0,11,3,False,False,False,True,False,False,False,False,False,False,False,False,True
Tate McRae,1,2020,4,17,6638,0,1180094974,124,64,8,37,79,0,9,5,False,False,False,False,False,False,True,False,False,False,False,True,False
Avicii,1,2014,1,1,17354,8,1456081449,126,53,66,85,2,0,24,4,False,False,False,False,False,False,False,False,True,False,False,True,False
The Weeknd,1,2021,8,6,6392,0,432702334,121,75,53,74,2,0,11,5,False,False,False,False,False,False,False,False,False,False,True,True,False
"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,136,80,33,60,0,0,32,14,False,False,True,False,False,False,False,False,False,False,False,False,True
Rauw Alejandro,1,2021,6,25,2636,3,465959382,102,77,26,63,58,0,11,5,True,False,False,False,False,False,False,False,False,False,False,False,True
"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149,77,73,54,74,23,0,41,23,False,False,False,False,False,False,False,False,False,True,False,True,False
Tones and I,1,2019,5,10,24529,0,2864791672,98,82,54,59,69,0,18,10,False,False,False,False,False,False,False,False,True,False,False,False,True
Juice WRLD,1,2017,6,15,14749,0,2288695111,84,44,22,48,38,0,33,24,False,False,True,False,False,False,False,False,False,False,False,False,True
"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549,102,89,77,82,3,0,17,11,False,False,False,False,False,False,False,False,False,False,True,True,False
John Legend,1,2013,8,1,27221,0,2086124197,120,42,33,26,92,0,13,3,False,False,False,False,False,False,False,False,False,False,True,True,False
Nirvana,1,1991,9,10,49991,9,1690192927,117,52,73,91,0,0,11,7,False,False,False,True,False,False,False,False,False,False,False,True,False
Duncan Laurence,1,2019,3,7,6646,0,991336132,72,45,27,33,82,0,14,4,True,False,False,False,False,False,False,False,False,False,False,False,True
"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,168,67,29,47,5,0,22,26,False,False,False,True,False,False,False,False,False,False,False,True,False
"Tini, L-Gante",2,2021,11,11,755,4,200972675,94,52,68,69,13,0,33,8,False,False,False,True,False,False,False,False,False,False,False,True,False
SiM,1,2022,1,10,254,0,71014967,145,41,65,88,0,0,26,5,False,False,False,False,False,False,False,False,False,False,True,True,False
"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750,134,71,14,61,1,0,23,33,False,False,False,True,False,False,False,False,False,False,False,True,False
The Killers,1,2003,9,23,51979,15,1806617704,148,35,24,93,0,0,10,8,False,False,False,True,False,False,False,False,False,False,False,True,False
ENHYPEN,1,2022,1,10,246,0,77337771,127,60,40,89,9,0,60,6,False,False,False,False,False,False,True,False,False,False,False,False,True
"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,172,74,79,66,11,0,8,16,False,False,False,False,False,False,False,False,True,False,False,False,True
Doja Cat,1,2019,11,7,5728,0,865640097,90,75,19,46,21,4,34,8,False,False,True,False,False,False,False,False,False,False,False,True,False
"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,96,57,30,40,38,0,26,3,False,False,False,False,False,False,False,False,False,True,False,True,False
ENHYPEN,1,2022,1,10,461,0,211372494,138,74,65,67,46,0,36,4,False,False,False,False,False,False,False,False,False,True,False,False,True
"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,120,72,67,72,0,0,13,4,False,False,False,False,False,False,False,False,False,True,False,True,False
BTS,1,2021,7,9,1801,2,608334048,125,70,65,74,1,0,34,4,True,False,False,False,False,False,False,False,False,False,False,True,False
"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,123,82,80,86,1,0,30,13,False,False,False,False,True,False,False,False,False,False,False,True,False
Polo G,1,2021,4,9,4731,0,797402345,81,79,44,54,41,0,13,24,False,False,False,False,False,False,False,False,True,False,False,True,False
"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,171,55,10,85,7,0,8,20,False,False,False,True,False,False,False,False,False,False,False,True,False
Maroon 5,1,2019,9,20,9974,2,1759567999,91,77,60,32,84,0,8,5,False,False,True,False,False,False,False,False,False,False,False,True,False
"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,84,56,61,76,10,0,14,11,False,False,False,False,False,False,False,False,False,True,False,False,True
"Gunna, Lil Baby",2,2022,1,7,620,0,54937991,115,90,74,54,16,0,13,28,False,False,False,False,False,False,False,True,False,False,False,False,True
"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599,125,69,70,89,4,0,49,3,False,False,False,False,False,False,False,False,False,False,False,True,False
"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038,122,80,62,69,28,0,13,7,False,False,False,False,False,False,False,False,True,False,False,False,True
"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,92,85,92,54,16,0,29,7,False,False,False,False,True,False,False,False,False,False,False,True,False
"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,90,63,75,75,17,0,11,8,False,False,False,False,False,False,False,False,True,False,False,False,True
"Karol G, Becky G",2,2022,2,10,6809,28,716591492,94,84,90,70,9,0,14,8,False,False,False,False,False,False,True,False,False,False,False,False,True
"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487,93,81,53,78,18,0,6,24,False,False,True,False,False,False,False,False,False,False,False,True,False
Jung Kook,1,2022,2,11,590,5,246376690,130,51,50,76,30,0,10,7,False,False,False,False,True,False,False,False,False,False,False,False,True
Dove Cameron,1,2022,2,11,3766,0,496311364,180,35,23,61,23,0,19,6,False,False,False,False,False,False,False,False,False,True,False,False,True
"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379,134,53,31,31,92,0,28,3,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,95,92,31,89,3,0,8,25,False,False,False,False,False,True,False,False,False,False,False,False,True
Charlie Puth,1,2022,1,19,4049,0,500340342,184,69,91,63,11,0,9,31,False,False,False,False,False,False,False,False,True,False,False,True,False
"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472,147,47,50,80,10,0,32,38,False,False,False,False,False,False,False,False,False,False,True,False,True
"Mahmood, Blanco",2,2022,2,2,1175,0,135079152,123,52,44,60,40,0,26,3,False,False,False,False,False,False,False,False,False,True,False,True,False
Frank Ocean,1,2012,1,1,29499,11,822239726,123,91,49,61,3,0,17,22,False,True,False,False,False,False,False,False,False,False,False,False,True
50 Cent,1,2002,1,1,30427,7,1202722675,90,90,79,71,26,0,7,37,False,False,False,False,False,False,False,False,True,False,False,False,True
Tate McRae,1,2022,2,4,2711,0,343197054,160,61,65,64,1,0,12,4,False,False,False,False,True,False,False,False,False,False,False,False,True
Yung Lean,1,2013,8,16,4310,0,240769997,115,60,37,71,8,0,48,4,False,False,False,True,False,False,False,False,False,False,False,True,False
"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,141,37,17,67,2,0,34,9,False,False,False,False,False,True,False,False,False,False,False,True,False
The Rare Occasions,1,2016,8,5,2393,0,421135627,160,31,30,88,7,0,8,8,True,False,False,False,False,False,False,False,False,False,False,True,False
Labrinth,1,2019,10,4,3444,7,554875730,145,57,23,66,4,6,15,4,False,False,True,False,False,False,False,False,False,False,False,True,False
Labrinth,1,2019,6,21,5443,0,467727006,89,46,43,43,23,8,8,22,False,False,False,False,False,False,False,False,False,False,False,False,True
"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,95,84,49,72,8,0,15,8,False,False,False,False,False,False,False,True,False,False,False,False,True
Juice WRLD,1,2021,12,10,975,0,185408548,160,60,47,62,3,0,38,4,False,False,False,False,True,False,False,False,False,False,False,True,False
"Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167,174,67,74,75,44,0,7,30,False,False,False,False,False,False,False,True,False,False,False,False,True
"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,92,77,76,84,3,0,38,4,False,False,False,False,False,False,False,False,False,True,False,True,False
"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,134,93,61,74,9,0,17,8,False,False,False,False,False,False,False,False,False,False,True,True,False
"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,172,31,4,86,1,0,28,17,False,False,True,False,False,False,False,False,False,False,False,False,True
Ryan Castro,1,2021,12,17,1492,0,231996128,80,76,92,62,6,0,8,13,True,False,False,False,False,False,False,False,False,False,False,True,False
Kendrick Lamar,1,2017,3,30,33206,1,1929770265,150,91,42,60,0,0,9,12,False,False,False,True,False,False,False,False,False,False,False,False,True
"Eminem, Dido",2,1999,11,21,17115,0,918915401,80,78,53,74,4,0,45,21,False,False,False,False,False,False,False,False,True,False,False,False,True
"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317,166,81,83,75,14,0,29,34,False,True,False,False,False,False,False,False,False,False,False,False,True
Chase Atlantic,1,2017,10,4,2742,0,498960285,120,67,8,54,27,0,8,4,False,False,False,False,False,False,False,False,False,False,True,True,False
Bad Bunny,1,2020,2,29,4214,11,685071800,92,86,89,79,17,0,11,6,False,False,False,False,False,False,False,False,False,False,False,True,False
Em Beihold,1,2022,1,28,2026,0,258714692,85,74,61,52,30,0,26,9,False,False,False,False,False,False,False,False,False,False,True,False,True
"Mainstreet, Chefin",2,2022,1,15,352,0,143139338,154,79,86,52,66,0,9,7,False,False,False,False,True,False,False,False,False,False,False,False,True
"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,92,73,37,74,28,0,14,6,False,False,False,False,True,False,False,False,False,False,False,False,True
"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573,140,89,75,70,6,0,13,5,False,False,True,False,False,False,False,False,False,False,False,True,False
Future,1,2022,2,11,910,0,50746620,89,65,60,60,11,0,10,40,False,False,False,True,False,False,False,False,False,False,False,True,False
Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539,135,89,89,86,16,0,8,5,False,False,False,False,False,False,False,True,False,False,False,False,True
Muni Long,1,2021,11,19,1800,0,181328253,140,51,66,53,60,0,11,18,False,False,False,False,False,False,False,False,False,False,True,False,True
Vundabar,1,2015,7,24,1930,0,370068639,82,47,44,76,8,91,9,3,False,False,False,False,False,True,False,False,False,False,False,True,False
Ed Sheeran,1,2014,1,1,33032,0,2280566092,79,78,58,45,47,0,18,3,False,False,False,False,True,False,False,False,False,False,False,True,False
Labrinth,1,2019,10,4,6332,0,563902868,88,31,31,63,47,27,21,12,False,False,False,False,False,False,False,True,False,False,False,True,False
V,1,2021,12,24,509,9,317622165,139,44,18,38,70,0,12,4,False,False,False,False,False,False,False,True,False,False,False,True,False
"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,971,2,291709698,124,73,68,83,55,0,90,7,False,False,False,False,False,False,False,False,False,False,False,False,True
Labrinth,1,2019,10,4,2578,0,203680270,80,39,45,55,73,0,9,21,False,False,False,False,False,False,False,False,False,False,True,False,True
"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745,120,84,54,51,47,0,12,40,False,False,False,True,False,False,False,False,False,False,False,False,True
Labrinth,1,2019,10,4,3618,0,282883169,80,56,19,46,92,72,11,3,False,False,False,False,False,False,True,False,False,False,False,False,True
"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943,117,92,62,86,11,0,24,24,False,False,False,True,False,False,False,False,False,False,False,True,False
"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,117,76,77,52,4,0,8,3,True,False,False,False,False,False,False,False,False,False,False,False,True
"Tyler, The Creator",2,2019,5,16,4708,0,461437791,140,62,46,73,10,0,67,11,False,False,False,False,False,False,False,True,False,False,False,False,True
Harry Styles,1,2019,12,6,13454,1,1439191367,99,68,57,77,2,0,10,5,False,False,False,False,False,False,False,False,False,False,True,True,False
"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,93,74,59,87,3,0,8,5,False,False,False,True,False,False,False,False,False,False,False,True,False
Nirvana,1,1991,9,24,9514,0,368646862,106,44,8,20,74,42,11,3,False,False,False,False,False,False,False,False,False,False,True,True,False
"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,124,81,68,63,17,0,10,22,False,False,False,False,False,False,False,False,False,True,False,True,False
"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,95,76,96,70,18,0,33,4,False,False,False,False,False,False,False,False,False,False,True,True,False
Cris Mj,1,2022,1,21,5415,32,682475162,96,87,82,53,10,0,5,8,False,True,False,False,False,False,False,False,False,False,False,False,True
Anitta,1,2021,11,11,4673,2,546191065,92,81,40,73,15,0,9,8,False,False,False,False,False,False,True,False,False,False,False,False,True
Dave,1,2022,3,3,1856,3,229473310,124,95,36,37,35,0,10,28,False,False,False,False,False,False,False,False,False,True,False,True,False
Tulus,1,2022,3,3,200,2,202677468,72,64,76,44,70,9,12,4,False,False,False,False,False,False,False,False,True,False,False,True,False
Labrinth,1,2022,2,4,1888,0,121913181,71,28,26,20,19,0,30,3,False,False,False,False,False,False,False,False,False,False,False,False,True
"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,135,78,55,57,4,0,10,8,True,False,False,False,False,False,False,False,False,False,False,False,True
Zion & Lennox,1,2004,5,4,2954,2,527033089,95,81,56,70,4,0,5,24,False,True,False,False,False,False,False,False,False,False,False,True,False
"Residente, Bizarrap",2,2022,3,3,461,0,94616487,71,59,70,74,56,0,11,40,False,False,False,True,False,False,False,False,False,False,False,False,True
Ryan Castro,1,2021,4,30,2844,2,394030335,180,80,71,68,6,0,10,37,False,True,False,False,False,False,False,False,False,False,False,False,True
Jack Harlow,1,2022,2,18,2939,0,193443895,150,65,11,58,0,0,12,9,False,False,False,False,False,False,True,False,False,False,False,False,True
Eden Muï¿½ï,1,2022,2,18,695,11,299648208,189,55,86,44,40,0,7,4,False,False,False,False,False,False,False,False,False,False,True,True,False
Treasure,1,2022,2,15,328,0,182978249,85,72,55,64,49,0,7,4,False,False,False,False,False,False,False,False,False,False,False,True,False
Christian Nodal,1,2022,2,18,866,16,319757142,140,59,73,45,44,0,34,3,False,False,False,False,False,False,False,False,False,True,False,True,False
"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573,81,77,68,70,6,0,17,20,False,False,False,False,False,False,False,False,False,False,False,True,False
"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,104,80,24,65,2,0,9,4,False,False,False,False,True,False,False,False,False,False,False,False,True
JVKE,1,2021,9,3,2005,0,346127840,129,42,33,44,62,0,8,6,False,False,True,False,False,False,False,False,False,False,False,True,False
Bad Bunny,1,2020,2,29,1188,0,312622938,94,76,81,80,20,0,25,4,False,False,False,True,False,False,False,False,False,False,False,False,True
Queen,1,1975,10,31,40112,3,2197010679,71,41,23,40,27,0,30,5,False,False,False,False,False,False,False,False,False,False,False,False,True
XXXTENTACION,1,2018,3,16,3659,0,1200808494,146,59,23,46,66,0,15,6,True,False,False,False,False,False,False,False,False,False,False,False,True
Dua Lipa,1,2020,3,27,9833,0,797196073,103,69,90,88,5,0,29,8,False,False,False,False,False,False,False,False,True,False,False,False,True
Avicii,1,2013,1,1,50887,34,1970673297,124,53,66,78,0,0,16,5,False,False,False,False,True,False,False,False,False,False,False,True,False
Olivia Rodrigo,1,2021,5,21,3257,0,665765558,164,70,71,58,24,0,7,13,False,True,False,False,False,False,False,False,False,False,False,False,True
YEAT,1,2021,9,10,1473,0,263779030,138,69,35,57,12,0,10,9,False,False,False,False,True,False,False,False,False,False,False,True,False
C. Tangana,1,2020,10,8,2226,0,339473453,126,67,37,46,13,0,10,39,True,False,False,False,False,False,False,False,False,False,False,False,True
"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,103,61,47,65,3,0,17,4,False,False,True,False,False,False,False,False,False,False,False,False,True
"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,95,75,64,52,41,0,11,3,False,False,False,False,False,False,False,False,False,False,True,True,False
NMIXX,1,2022,2,22,290,0,135444283,200,39,28,77,4,0,6,29,False,False,True,False,False,False,False,False,False,False,False,False,True
"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,129,86,75,52,54,0,10,4,False,False,False,False,False,False,False,False,False,False,False,True,False
"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,98,68,33,43,38,0,36,14,False,False,False,False,False,False,False,False,True,False,False,False,True
Jack Harlow,1,2022,4,8,8737,0,694525298,107,91,32,56,3,0,11,10,False,False,False,False,False,False,False,False,False,False,True,True,False
Paulo Londra,1,2022,3,23,1105,0,240661097,174,58,56,83,5,0,7,4,False,False,False,False,False,False,False,False,False,False,False,True,False
Danny Ocean,1,2022,2,17,2499,21,421365166,92,45,27,67,32,0,13,14,False,False,False,False,False,False,False,False,False,False,True,True,False
"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,90,81,59,83,9,0,11,5,False,False,False,False,False,False,False,False,False,True,False,True,False
Shawn Mendes,1,2022,3,31,2092,0,255120451,147,60,58,69,2,0,58,4,False,False,False,False,False,False,False,True,False,False,False,True,False
Lil Tjay,1,2022,4,1,1185,0,190981339,143,68,41,55,16,0,10,12,False,False,False,True,False,False,False,False,False,False,False,True,False
Willow,1,2015,1,11,11985,0,924193303,101,76,63,71,3,0,10,3,False,False,False,False,False,True,False,False,False,False,False,False,True
IVE,1,2022,4,5,753,8,305771063,118,70,54,71,0,0,33,4,False,False,False,True,False,False,False,False,False,False,False,False,True
"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,98,83,63,74,14,0,16,6,False,False,False,False,False,False,False,False,False,True,False,False,True
Paulo Londra,1,2022,4,6,225,0,89566512,138,72,22,46,24,0,9,6,False,False,False,True,False,False,False,False,False,False,False,False,True
Demi Lovato,1,2015,1,1,9243,0,677389855,114,59,30,62,1,0,8,4,False,False,False,False,False,False,False,True,False,False,False,False,True
"Camila Cabello, Willow",2,2022,4,7,918,0,75476209,180,63,45,64,34,0,9,8,False,False,False,False,False,False,False,False,False,True,False,False,True
Troye Sivan,1,2021,9,9,1959,9,408843328,145,56,41,57,1,0,13,3,False,False,True,False,False,False,False,False,False,False,False,True,False
"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591,115,78,63,64,1,0,7,4,False,False,False,False,False,False,False,False,False,False,True,False,True
"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,82,79,48,84,13,0,21,23,False,True,False,False,False,False,False,False,False,False,False,True,False
Lil Baby,1,2022,4,8,1116,0,101780047,166,70,22,61,2,0,10,34,False,False,False,False,True,False,False,False,False,False,False,True,False
"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354,92,86,91,79,29,0,60,16,False,False,False,False,False,False,False,False,False,False,False,True,False
Charlie Puth,1,2022,4,8,686,2,146363130,108,71,55,44,74,0,11,6,False,False,False,False,False,False,False,False,True,False,False,True,False
Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,84,71,63,45,45,0,11,3,False,False,False,False,False,False,True,False,False,False,False,False,True
Daddy Yankee,1,2022,3,25,1264,0,157990698,95,69,90,91,6,0,35,4,False,False,False,False,False,True,False,False,False,False,False,False,True
"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,135,93,77,45,25,0,13,27,False,False,False,False,False,True,False,False,False,False,False,False,True
Harry Styles,1,2019,12,13,7556,0,1023187129,110,57,6,27,84,0,9,3,False,False,False,False,False,False,True,False,False,False,False,True,False
"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,88,89,59,64,5,0,19,7,False,False,False,False,False,False,False,False,False,True,False,True,False
teto,1,2022,3,30,315,2,139193812,119,87,28,50,12,0,10,10,False,False,False,True,False,False,False,False,False,False,False,False,True
Stray Kids,1,2022,3,18,651,0,212234990,120,58,71,80,15,0,7,41,False,False,False,True,False,False,False,False,False,False,False,True,False
Shawn Mendes,1,2016,9,23,12382,0,1714490998,122,86,97,80,36,0,9,6,False,False,False,False,True,False,False,False,False,False,False,True,False
"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,98,78,83,75,41,0,27,8,False,False,False,False,False,False,False,True,False,False,False,True,False
Harry Styles,1,2019,12,13,8429,1,807015863,140,45,25,84,21,0,13,6,False,False,False,False,False,False,True,False,False,False,False,False,True
"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,116,79,87,81,4,0,10,4,False,False,False,False,False,False,False,False,True,False,False,False,True
Doja Cat,1,2021,6,25,3436,0,499710590,124,86,62,49,51,0,35,21,False,False,False,False,False,True,False,False,False,False,False,True,False
