artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_A,key_A#,key_B,key_C#,key_D,key_D#,key_E,key_F,key_F#,key_G,key_G#,mode_Major,mode_Minor
Cigarettes After Sex,1,2017,3,21,13091,17,841749534,94,37,17,47,2,46,11,3,False,False,False,False,False,False,False,True,False,False,False,True,False
Shubh,1,2023,5,19,67,8,47956378,90,74,36,63,26,0,27,5,False,False,False,False,False,False,True,False,False,False,False,False,True
Frank Ocean,1,2016,8,20,21574,30,806397070,160,54,54,55,67,0,42,11,True,False,False,False,False,False,False,False,False,False,False,True,False
Post Malone,1,2019,8,30,19664,16,2132335812,120,70,59,75,24,0,9,4,False,False,False,False,False,False,False,False,False,False,False,True,False
Bruno Mars,1,2010,1,1,21106,13,1641426668,109,63,46,85,1,0,9,5,False,False,False,False,False,False,False,True,False,False,False,True,False
Hozier,1,2013,9,13,23804,31,2135158446,129,57,41,66,63,0,12,5,False,False,False,False,False,False,True,False,False,False,False,False,True
"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,157,54,75,60,30,0,7,5,False,False,False,False,False,False,False,False,False,True,False,True,False
Taylor Swift,1,2021,4,9,2619,12,350381515,130,63,49,73,5,0,9,3,False,False,False,False,False,False,False,False,True,False,False,True,False
Bad Bunny,1,2022,5,6,9037,42,1264310836,107,65,19,72,10,0,13,25,False,False,False,False,False,False,False,True,False,False,False,False,True
Taylor Swift,1,2023,7,7,86,11,30343206,146,50,67,89,0,0,19,8,False,False,True,False,False,False,False,False,False,False,False,False,True
Hotel Ugly,1,2020,2,10,1788,14,405136812,139,48,37,41,32,0,10,10,True,False,False,False,False,False,False,False,False,False,False,False,True
Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611,116,74,76,70,7,0,13,3,False,False,False,False,False,False,False,False,False,False,False,True,False
Plan B,1,2010,7,20,492,36,540654286,95,84,52,77,12,0,7,4,False,False,False,False,False,False,False,False,True,False,False,False,True
"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,170,62,55,80,15,0,37,7,False,False,False,False,False,False,False,False,False,False,True,False,True
NewJeans,1,2022,12,19,1154,22,397582059,134,81,18,64,3,0,10,11,False,False,False,False,False,False,False,False,True,False,False,False,True
a-ha,1,1984,10,19,44927,17,1479115056,84,57,86,90,2,0,9,5,False,False,False,False,False,False,False,False,True,False,False,False,True
"Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,146,61,20,48,21,0,12,6,False,False,True,False,False,False,False,False,False,False,False,False,True
"Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,74,53,24,67,11,0,10,28,False,True,False,False,False,False,False,False,False,False,False,False,True
Shakira,1,2023,5,11,955,29,123124076,144,75,35,48,84,0,10,12,False,False,True,False,False,False,False,False,False,False,False,True,False
"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,136,77,79,73,15,0,27,10,False,False,True,False,False,False,False,False,False,False,False,False,True
"Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,100,56,53,55,53,0,12,4,False,False,False,False,False,False,True,False,False,False,False,True,False
Stray Kids,1,2023,6,2,290,19,65496046,105,89,67,78,9,0,7,33,False,False,False,False,False,False,False,True,False,False,False,False,True
Taylor Swift,1,2023,5,26,547,0,68616963,106,67,24,78,15,0,30,4,False,False,False,False,False,False,False,True,False,False,False,True,False
"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,132,85,53,68,40,0,9,4,False,False,False,False,True,False,False,False,False,False,False,True,False
"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,120,78,5,30,21,0,13,5,True,False,False,False,False,False,False,False,False,False,False,True,False
"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,155,82,51,39,2,0,9,49,False,False,False,True,False,False,False,False,False,False,False,True,False
"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133,129,70,42,43,78,0,11,3,False,False,False,False,False,False,False,False,False,False,True,True,False
"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,135,80,85,74,62,0,8,9,False,False,False,False,False,False,False,True,False,False,False,False,True
"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589,98,73,45,62,28,0,13,13,False,True,False,False,False,False,False,False,False,False,False,False,True
JISOO,1,2023,3,31,839,18,232896922,124,84,64,39,3,0,11,4,True,False,False,False,False,False,False,False,False,False,False,False,True
"Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,135,77,28,55,18,0,22,15,True,False,False,False,False,False,False,False,False,False,False,False,True
Ed Sheeran,1,2023,3,23,2915,30,195576623,107,78,39,53,30,0,11,6,False,False,False,False,True,False,False,False,False,False,False,True,False
"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,96,54,25,74,14,0,9,11,False,False,False,False,True,False,False,False,False,False,False,True,False
"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,123,71,58,70,30,0,32,19,False,False,False,False,False,False,False,False,False,False,True,True,False
"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,90,62,7,62,6,0,58,6,False,False,False,False,False,False,False,False,False,False,True,True,False
"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,117,72,45,59,14,0,20,21,False,False,False,False,False,False,False,True,False,False,False,False,True
"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,133,78,90,84,31,0,7,4,True,False,False,False,False,False,False,False,False,False,False,False,True
Feid,1,2022,12,2,2321,36,345031710,96,74,61,83,11,0,35,6,False,False,False,False,False,False,False,False,False,False,True,False,True
"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,149,66,85,60,40,0,14,13,False,False,False,False,False,False,False,False,False,False,True,True,False
"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,110,66,32,40,81,0,11,3,False,False,False,False,False,False,False,False,True,False,False,False,True
Coi Leray,1,2022,11,30,4096,6,335074782,105,95,62,52,3,0,5,16,False,False,False,False,False,False,False,False,True,False,False,True,False
ENHYPEN,1,2023,5,22,349,69,76767396,105,80,69,78,28,0,11,14,False,False,False,True,False,False,False,False,False,False,False,True,False
"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,134,76,61,58,6,0,16,3,False,False,True,False,False,False,False,False,False,False,False,True,False
Feid,1,2022,7,8,2461,36,459276435,170,71,59,56,4,0,27,12,False,False,False,False,False,False,True,False,False,False,False,False,True
"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,81,59,26,60,46,1,25,13,False,False,False,False,False,False,False,False,True,False,False,True,False
"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666,154,63,75,92,31,0,91,5,False,False,False,False,False,False,False,False,True,False,False,True,False
Steve Lacy,1,2022,6,29,8186,12,822633917,169,69,69,51,63,0,38,4,False,False,False,True,False,False,False,False,False,False,False,True,False
Beyoncï¿,1,2022,7,29,7842,10,595900742,115,78,64,69,4,0,7,14,False,False,False,False,False,False,False,False,False,True,False,True,False
"Halsey, Suga",2,2023,6,5,215,6,51985779,84,43,14,74,1,0,19,8,True,False,False,False,False,False,False,False,False,False,False,False,True
"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987,93,79,58,62,11,0,11,23,False,False,False,False,False,False,False,False,False,False,True,True,False
"Sean Paul, Feid",2,2023,4,21,1305,34,115010040,91,82,47,62,10,0,10,15,False,False,False,False,False,False,False,False,False,True,False,True,False
Drake,1,2023,4,7,2066,6,175097833,142,82,54,44,6,0,33,7,False,True,False,False,False,False,False,False,False,False,False,False,True
"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066,126,78,20,70,1,0,16,4,False,False,False,True,False,False,False,False,False,False,False,True,False
Taylor Swift,1,2022,10,21,3763,8,488386797,97,73,10,44,26,0,16,8,False,True,False,False,False,False,False,False,False,False,False,True,False
"WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689,101,92,59,51,41,51,26,8,False,False,False,False,False,False,False,True,False,False,False,True,False
Bad Bunny,1,2022,5,6,4004,33,1047480053,98,80,23,48,14,0,6,5,False,False,False,False,False,False,False,False,False,True,False,False,True
Simone Mendes,1,2023,1,27,984,5,153454328,154,59,63,89,18,0,80,9,False,False,False,False,False,False,False,False,True,False,False,True,False
Tini,1,2023,2,14,1240,24,217672943,120,91,63,58,52,0,31,22,True,False,False,False,False,False,False,False,False,False,False,True,False
Lil Uzi Vert,1,2022,10,17,3995,13,457184829,150,49,4,55,7,0,6,3,False,False,True,False,False,False,False,False,False,False,False,True,False
Sia,1,2016,1,21,7681,13,939844851,174,47,27,78,11,0,10,8,True,False,False,False,False,False,False,False,False,False,False,True,False
Stephen Sanchez,1,2021,9,1,4427,4,726434358,202,34,25,51,69,0,18,4,False,True,False,False,False,False,False,False,False,False,False,True,False
"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,153,56,42,52,5,0,36,24,False,False,True,False,False,False,False,False,False,False,False,False,True
Adele,1,2021,10,14,10195,20,1406111294,142,60,13,37,58,0,13,3,False,False,False,False,False,False,False,True,False,False,False,True,False
"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,108,84,55,47,26,0,20,64,True,False,False,False,False,False,False,False,False,False,False,False,True
"Offset, JID",2,2023,6,2,214,0,24975653,143,83,25,69,4,0,23,12,False,False,True,False,False,False,False,False,False,False,False,True,False
Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418,108,67,55,67,60,0,80,5,False,False,False,False,True,False,False,False,False,False,False,True,False
Eminem,1,2000,1,1,20763,27,1424589568,104,95,78,66,3,0,4,6,False,False,False,False,False,False,False,True,False,False,False,False,True
"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,93,84,96,79,43,0,18,11,False,False,False,False,False,False,False,False,True,False,False,False,True
Tory Lanez,1,2021,12,10,2585,32,415932686,105,65,46,53,16,0,9,5,False,False,False,False,False,False,False,False,True,False,False,False,True
Joji,1,2022,6,10,6330,6,988515741,170,44,27,32,89,0,14,5,False,False,False,False,False,False,False,False,False,False,True,True,False
"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,178,62,56,66,18,0,12,5,False,False,False,True,False,False,False,False,False,False,False,False,True
Ed Sheeran,1,2023,5,5,715,0,39893489,176,50,44,76,10,0,32,5,False,False,False,False,False,False,False,False,True,False,False,False,True
"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,104,80,38,88,11,0,11,5,False,False,False,False,False,False,True,False,False,False,False,False,True
Agust D,1,2023,4,21,244,12,118810253,85,70,83,84,31,0,47,30,False,False,False,False,False,False,False,False,False,True,False,True,False
"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241,117,77,69,58,39,0,26,5,False,False,False,False,False,False,False,False,True,False,False,False,True
Karol G,1,2023,2,24,1020,35,206399629,80,52,57,48,86,0,15,39,False,False,False,False,False,False,False,False,False,False,False,True,False
Labrinth,1,2023,4,7,1730,3,117747907,98,44,36,41,50,0,38,5,False,False,False,False,False,False,False,True,False,False,False,True,False
"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,178,79,58,78,34,0,11,25,False,False,False,True,False,False,False,False,False,False,False,False,True
Lizzy McAlpine,1,2022,4,8,3242,9,293186992,148,51,27,33,48,0,22,3,True,False,False,False,False,False,False,False,False,False,False,True,False
Fifty Fifty,1,2023,2,24,526,10,139681964,120,77,94,66,65,0,38,3,False,False,False,False,True,False,False,False,False,False,False,True,False
IVE,1,2023,4,10,366,15,123132751,122,68,38,88,1,0,8,5,False,False,False,False,False,False,True,False,False,False,False,False,True
sped up 8282,1,1997,1,1,472,2,103762518,144,74,75,73,42,0,9,4,False,False,False,False,False,False,False,True,False,False,False,True,False
"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,96,93,47,47,33,0,10,36,False,False,False,False,True,False,False,False,False,False,False,True,False
SEVENTEEN,1,2023,4,24,271,12,91221625,137,77,35,88,16,0,17,9,False,False,False,False,False,False,False,False,False,False,True,True,False
NLE Choppa,1,2022,4,22,816,4,190490915,121,94,71,61,12,0,53,42,False,False,False,False,False,False,False,False,True,False,False,False,True
"The Weeknd, Future",2,2023,4,21,1169,0,96180277,119,60,10,57,1,0,50,3,True,False,False,False,False,False,False,False,False,False,False,False,True
Taylor Swift,1,2019,8,23,1282,6,185240616,96,72,40,47,71,0,13,4,False,False,False,False,True,False,False,False,False,False,False,True,False
Karol G,1,2022,4,21,6587,34,885093467,111,87,53,52,66,1,11,5,False,False,False,True,False,False,False,False,False,False,False,True,False
"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,148,90,74,68,14,0,10,19,True,False,False,False,False,False,False,False,False,False,False,True,False
"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,182,57,80,59,8,0,6,5,True,False,False,False,False,False,False,False,False,False,False,True,False
Ed Sheeran,1,2021,9,9,10147,30,1302184087,141,79,82,86,28,0,4,9,False,False,False,False,True,False,False,False,False,False,False,True,False
"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,145,76,80,81,19,0,6,9,False,False,False,False,False,False,True,False,False,False,False,False,True
"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,110,76,26,70,1,0,41,6,False,False,True,False,False,False,False,False,False,False,False,False,True
Raim Laode,1,2022,8,16,158,4,137123880,134,70,35,41,41,0,10,3,False,False,False,False,False,False,False,False,False,True,False,True,False
ROSALï¿½,1,2022,7,28,7613,33,782369383,130,92,78,62,18,0,6,10,False,False,False,False,False,False,False,False,False,True,False,True,False
Meghan Trainor,1,2022,10,21,3956,6,502574952,145,84,88,53,35,0,8,7,False,True,False,False,False,False,False,False,False,False,False,True,False
"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,130,69,36,90,1,10,15,4,False,False,True,False,False,False,False,False,False,False,False,False,True
Grupo Frontera,1,2022,4,28,924,18,404887295,173,59,69,53,12,0,23,3,False,False,False,False,False,False,False,False,False,False,False,True,False
Quevedo,1,2022,11,4,1985,35,381161027,92,75,55,76,25,0,10,15,False,False,True,False,False,False,False,False,False,False,False,False,True
TV Girl,1,2014,6,5,6339,13,466231982,105,56,57,87,0,1,10,4,False,False,False,False,False,False,False,True,False,False,False,False,True
INTERWORLD,1,2021,11,25,1561,24,357580552,175,59,15,64,43,90,12,10,False,False,False,False,False,False,False,False,False,True,False,False,True
"Quevedo, Jhayco",2,2023,4,27,875,4,61105704,120,80,33,70,22,0,9,4,False,False,False,False,False,False,False,False,False,True,False,False,True
"El Chachito, Junior H",2,2022,12,24,406,5,198275403,139,70,77,48,37,0,12,5,False,False,False,False,False,True,False,False,False,False,False,False,True
Jimin,1,2023,3,17,340,13,168448603,132,59,56,82,12,0,12,6,False,False,False,False,False,False,False,False,False,False,False,False,True
"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,114,32,17,74,14,0,17,3,False,True,False,False,False,False,False,False,False,False,False,True,False
"RM, Colde",2,2023,5,4,105,0,34502215,145,54,19,48,36,0,37,5,False,False,True,False,False,False,False,False,False,False,False,False,True
BLACKPINK,1,2022,9,16,1524,17,482175240,110,82,67,69,0,0,18,4,False,False,False,False,False,False,False,False,False,False,False,True,False
"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,94,89,61,66,17,0,36,16,False,False,False,False,False,False,False,False,False,False,True,True,False
The Weeknd,1,2018,3,29,11087,6,1449799467,134,45,17,60,21,0,33,4,False,False,False,True,False,False,False,False,False,False,False,True,False
Jimin,1,2023,3,24,373,19,173627354,120,62,32,76,0,0,39,4,False,False,False,False,False,False,False,False,False,True,False,True,False
"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258,123,70,86,68,24,0,11,4,False,False,False,False,False,False,False,False,False,True,False,False,True
"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,131,77,84,71,35,0,15,4,False,True,False,False,False,False,False,False,False,False,False,True,False
Eminem,1,2002,1,1,32502,21,1829992958,171,70,6,73,1,0,36,26,False,False,False,False,True,False,False,False,False,False,False,True,False
"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831,130,80,64,76,2,0,20,6,False,False,False,False,False,False,True,False,False,False,False,False,True
"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671,94,82,53,67,34,0,9,8,False,False,True,False,False,False,False,False,False,False,False,True,False
"IU, Agust D",2,2023,4,7,209,4,95816024,89,73,44,57,39,0,32,6,False,False,False,False,False,False,False,False,False,True,False,False,True
Feid,1,2023,3,17,1235,9,117206995,87,65,71,56,4,0,15,20,False,False,False,False,False,False,False,True,False,False,False,False,True
"Arcangel, Bizarrap",2,2023,3,22,654,3,100409613,124,72,79,78,55,0,15,30,False,False,True,False,False,False,False,False,False,False,False,False,True
"Tyler, The Creator",2,2023,3,27,1479,0,80758350,78,71,80,65,51,0,22,32,False,False,False,False,False,False,False,False,False,False,True,True,False
"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,325592432,120,70,70,79,7,0,18,10,False,False,False,False,False,False,False,False,False,False,True,True,False
"Tyler, The Creator",2,2023,3,31,709,0,58473276,96,48,50,80,40,0,37,20,False,False,False,False,False,False,False,False,True,False,False,False,True
NF,1,2023,3,25,660,0,52722996,106,73,22,86,31,0,12,4,False,False,False,False,False,False,False,False,False,True,False,True,False
Yng Lvcas,1,2021,12,24,489,17,191945597,170,78,75,46,62,0,12,35,False,False,False,False,True,False,False,False,False,False,False,False,True
"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503,134,67,11,76,8,47,30,7,False,False,True,False,False,False,False,False,False,False,False,False,True
Harry Styles,1,2022,5,20,7461,8,743693613,115,71,90,73,30,0,11,5,False,True,False,False,False,False,False,False,False,False,False,True,False
Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608,130,74,79,87,45,0,30,3,False,False,False,False,False,False,False,False,True,False,False,True,False
"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483,118,65,63,79,3,0,10,3,False,False,False,False,False,False,False,False,False,False,False,True,False
Zach Bryan,1,2022,4,22,3282,12,449701773,110,59,22,38,42,0,12,3,False,False,False,False,False,False,False,False,False,True,False,True,False
Melanie Martinez,1,2023,3,29,596,0,67070410,100,72,42,66,18,4,19,4,True,False,False,False,False,False,False,False,False,False,False,True,False
"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601,142,70,76,79,26,0,11,7,False,False,False,False,False,False,False,False,False,True,False,False,True
Taylor Swift,1,2022,10,21,2612,4,433356509,140,64,18,37,72,0,12,7,False,False,False,False,False,False,False,False,False,False,False,True,False
Mae Stephens,1,2023,2,10,2040,4,165584767,116,90,96,73,62,0,9,4,False,False,False,False,False,False,False,False,False,True,False,True,False
Morgan Wallen,1,2022,5,13,2128,9,367814306,120,73,64,85,25,0,61,3,True,False,False,False,False,False,False,False,False,False,False,True,False
"Feid, Mora",2,2022,4,1,2598,37,477033549,92,76,46,79,31,0,7,6,False,False,False,False,False,False,False,True,False,False,False,False,True
Kenia OS,1,2022,10,26,542,2,156214700,110,81,64,79,5,0,31,3,False,False,False,False,False,False,False,False,False,False,True,False,True
Kordhell,1,2022,1,21,2459,20,448843705,120,71,57,97,1,0,13,11,False,True,False,False,False,False,False,False,False,False,False,True,False
"Coolio, L.V.",2,1995,7,11,10624,17,1357608774,80,63,40,61,9,0,56,6,False,False,False,False,False,False,False,False,False,False,True,True,False
"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,115,95,43,69,47,0,9,31,False,False,False,False,False,False,False,True,False,False,False,False,True
The Walters,1,2014,11,28,7536,7,972164968,76,58,46,67,65,0,13,4,False,True,False,False,False,False,False,False,False,False,False,True,False
Steve Lacy,1,2017,2,20,10431,7,920045682,172,60,77,78,45,0,12,6,False,False,False,False,False,False,False,False,True,False,False,True,False
James Arthur,1,2016,9,9,15722,16,2420461338,99,40,45,56,69,0,9,5,False,True,False,False,False,False,False,False,False,False,False,True,False
The Weeknd,1,2015,5,27,25744,4,1947371785,136,36,12,57,9,0,14,8,False,False,False,False,False,False,False,False,False,False,False,False,True
Mac DeMarco,1,2019,5,10,1640,0,244658767,150,90,64,14,67,35,11,10,False,False,False,False,False,False,False,False,False,False,True,False,True
Jack Black,1,2023,4,7,34,0,68216992,92,71,41,31,79,0,10,5,False,True,False,False,False,False,False,False,False,False,False,False,True
"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566,95,77,72,87,17,0,7,5,False,False,False,True,False,False,False,False,False,False,False,True,False
"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,102,83,58,83,21,0,10,5,False,False,True,False,False,False,False,False,False,False,False,False,True
SZA,1,2022,12,9,1911,0,272377463,145,70,34,55,43,0,16,6,False,False,False,False,False,False,False,False,False,False,False,False,True
Linkin Park,1,2003,3,24,20111,5,1361425037,110,50,24,86,0,0,64,4,True,False,False,False,False,False,False,False,False,False,False,True,False
"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242,95,64,30,77,46,0,38,6,False,False,False,False,False,False,False,False,False,False,False,True,False
"j-hope, J. Cole",2,2023,3,3,615,2,116599790,94,68,81,82,53,0,9,13,False,False,True,False,False,False,False,False,False,False,False,False,True
Morgan Wallen,1,2022,12,2,811,4,148469433,142,61,92,91,0,0,26,3,False,False,False,False,False,False,False,False,False,True,False,True,False
"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336,145,59,20,74,1,0,15,5,False,False,False,False,False,False,False,False,True,False,False,False,True
Morgan Wallen,1,2023,3,3,356,4,88791109,121,64,67,80,0,0,36,3,False,False,False,False,False,False,False,False,True,False,False,False,True
Morgan Wallen,1,2023,3,3,604,6,125917280,140,66,43,76,49,0,12,3,False,False,False,False,False,True,False,False,False,False,False,False,True
"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,137,84,44,67,8,0,11,6,False,False,False,True,False,False,False,False,False,False,False,False,True
Morgan Wallen,1,2023,1,31,579,0,95623148,104,56,72,85,0,0,15,3,False,False,False,False,False,False,False,False,False,False,True,True,False
Niall Horan,1,2023,2,17,1553,2,144584800,92,57,68,76,7,0,33,3,False,False,False,False,False,False,False,True,False,False,False,True,False
Central Cee,1,2022,12,15,2301,20,298063749,146,74,51,45,86,0,21,38,False,False,False,False,True,False,False,False,False,False,False,False,True
Mahalini,1,2023,1,23,134,4,166570053,120,56,20,43,89,0,12,4,False,False,False,False,True,False,False,False,False,False,False,True,False
Morgan Wallen,1,2023,1,31,430,0,83021468,144,68,83,81,9,0,8,4,False,False,False,False,True,False,False,False,False,False,False,True,False
"Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056,94,59,44,56,80,0,6,3,True,False,False,False,False,False,False,False,False,False,False,True,False
ThxSoMch,1,2022,10,31,629,14,303216294,94,73,65,79,5,2,11,6,False,False,False,False,False,False,False,False,False,False,True,True,False
"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663,113,79,66,74,8,0,11,5,False,False,False,False,False,False,False,False,False,True,False,False,True
"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,148,50,49,76,12,0,12,3,False,False,False,False,False,False,True,False,False,False,False,True,False
Nicki Minaj,1,2023,3,3,1168,0,81419389,98,70,29,73,12,0,11,26,False,False,False,True,False,False,False,False,False,False,False,True,False
Kaifi Khalil,1,2022,5,31,162,6,156777415,140,58,26,38,91,0,10,4,False,False,True,False,False,False,False,False,False,False,False,True,False
SZA,1,2022,12,9,2536,6,284908316,100,36,28,28,81,0,18,3,False,False,False,False,False,False,False,False,False,True,False,True,False
"Karol G, Quevedo",2,2023,2,23,387,11,93438910,140,86,68,79,39,0,11,29,False,False,False,False,False,False,False,False,True,False,False,True,False
NewJeans,1,2022,8,1,892,17,363472647,100,59,78,94,27,0,29,23,False,False,False,False,False,False,True,False,False,False,False,False,True
Lady Gaga,1,2011,1,1,3909,0,372476382,100,59,49,65,2,0,13,3,True,False,False,False,False,False,False,False,False,False,False,False,True
"Ozuna, Shakira",2,2022,10,19,3645,15,380726517,132,87,82,70,42,0,21,5,False,False,False,False,False,False,False,False,False,False,False,False,True
Morgan Wallen,1,2023,3,3,282,0,56533272,142,49,48,67,10,0,26,3,False,False,False,False,True,False,False,False,False,False,False,True,False
Quevedo,1,2023,1,20,888,22,175399345,176,72,96,63,25,0,21,7,False,False,False,False,False,False,True,False,False,False,False,False,True
Morgan Wallen,1,2022,5,6,968,4,203221468,140,53,51,70,49,0,14,3,False,False,False,False,False,False,False,False,True,False,False,True,False
Linkin Park,1,2000,10,24,25065,6,1624165576,105,55,40,90,1,0,32,6,False,False,False,False,False,True,False,False,False,False,False,False,True
Leo Santana,1,2022,12,8,531,4,134294498,135,81,97,77,75,0,35,3,False,False,False,False,False,False,False,True,False,False,False,True,False
Treyce,1,2022,7,28,242,0,70069745,128,82,61,59,30,0,12,4,False,False,False,False,False,False,True,False,False,False,False,False,True
"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,101,74,43,69,12,0,12,7,False,False,False,False,False,False,False,True,False,False,False,True,False
Bad Bunny,1,2022,5,6,2590,30,671365962,122,88,43,50,7,0,14,5,False,True,False,False,False,False,False,False,False,False,False,True,False
Quevedo,1,2022,9,8,1769,34,362361576,105,76,49,56,80,12,10,13,False,False,False,False,False,False,False,False,False,False,False,False,True
"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665,83,53,40,36,73,0,11,33,False,False,False,True,False,False,False,False,False,False,False,True,False
"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,77,72,59,76,24,0,42,28,False,False,True,False,False,False,False,False,False,False,False,False,True
XXXTENTACION,1,2017,8,25,3600,11,1022258230,140,75,18,25,78,0,11,26,False,False,True,False,False,False,False,False,False,False,False,False,True
"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,158,65,72,95,31,0,92,5,False,False,False,True,False,False,False,False,False,False,False,True,False
"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,176,75,43,65,15,0,11,32,False,False,False,False,False,False,False,False,False,True,False,True,False
"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,98,73,88,57,56,0,5,2,False,False,True,False,False,False,False,False,False,False,False,True,False
The Kid Laroi,1,2023,1,27,1283,0,147538971,107,66,47,40,72,0,11,3,False,False,True,False,False,False,False,False,False,False,False,False,True
The Weeknd,1,2020,2,19,8084,6,698086140,109,66,16,57,10,1,12,3,False,False,False,False,False,False,False,True,False,False,False,False,True
Lizzo,1,2022,7,15,2332,2,723894473,109,84,72,74,10,0,34,7,False,True,False,False,False,False,False,False,False,False,False,False,True
Morgan Wallen,1,2023,3,3,203,0,34450974,148,53,61,81,5,0,36,4,False,False,False,False,False,False,False,False,False,False,False,True,False
Fujii Kaze,1,2020,5,20,685,14,403097450,158,60,52,76,17,0,19,5,False,False,False,False,False,False,False,False,True,False,False,False,True
"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971,94,74,64,73,6,0,10,6,False,False,False,False,False,False,False,True,False,False,False,False,True
King,1,2022,10,12,288,6,319566866,96,70,40,51,35,0,10,4,False,False,False,False,False,False,False,False,True,False,False,False,True
Bad Bunny,1,2022,5,6,4572,33,909001996,100,80,29,67,29,0,12,3,False,False,False,False,False,False,False,True,False,False,False,False,True
